key,title,upload_date,view_count,like_count,tags,description,thumbnail,title_extracted_entities,Final Dx,Topics,Chief Complaint
"https://www.youtube.com/watch?v=vKYjaOE9tvE
","November 8, 2021: Nephrology VMR w/Dr. Andrew Kowalski - refractory hypokalemia and hypophosphatemia",20211109,470,7,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/vKYjaOE9tvE/maxresdefault.jpg,"[{'text': 'Nephrology', 'umls_cui': 'C0027712', 'semantic_type': 'T091'}, {'text': 'refractory', 'umls_cui': 'C0205269', 'semantic_type': 'T169'}, {'text': 'hypokalemia', 'umls_cui': 'C0020621', 'semantic_type': 'T033'}, {'text': 'hypophosphatemia', 'umls_cui': 'C0085682', 'semantic_type': 'T047'}]",,,
"https://www.youtube.com/watch?v=cr-GPMS3J9w
","November 6, 2021 IMG VMR with Ascension Providence IM Residency - generalized fatigue",20211106,564,13,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/cr-GPMS3J9w/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-DoACuAiKAgwIABABGGUgZShlMA8=&rs=AOn4CLCy3B34jMPr7fJ7vPuk4KjRDsvEvA,"[{'text': 'Residency', 'umls_cui': 'C0035182', 'semantic_type': 'T065'}, {'text': 'generalized', 'umls_cui': 'C0205246', 'semantic_type': 'T082'}]","Drug induced liver injury, Sec to HCQ",,
"https://www.youtube.com/watch?v=X13UVPzlEvI
","November 5, 2021 VMR: dyspnea and pleuritic chest pain",20211105,873,28,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/X13UVPzlEvI/hqdefault.jpg,"[{'text': 'dyspnea', 'umls_cui': 'C0013404', 'semantic_type': 'T184'}, {'text': 'pleuritic chest pain', 'umls_cui': 'C0008033', 'semantic_type': 'T184'}]","Lobar pneumonia, hyponatremia, and myoglobulinuria",,
"https://www.youtube.com/watch?v=yC6VxS5rY8A
","February 10, 2025 HemeOnc VMR with Dr. Sam Brondfield & Dr. Constance Wu - global weakness",20250211,340,10,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/yC6VxS5rY8A/maxresdefault.jpg,"[{'text': 'global weakness', 'umls_cui': 'C0004093', 'semantic_type': 'T184'}]",Acute Promyelocytic Leukemia (APML),,
"https://www.youtube.com/watch?v=k6MIKOlhNgQ
","November 4, 2021 ""30-minute Thursday VMR"" - headache and R-sided weakness",20211104,231,5,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/k6MIKOlhNgQ/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoACxgOKAgwIABABGGUgZShlMA8=&rs=AOn4CLA-ivmi_Mo145tjgNx3DWMUGp_Fqw,"[{'text': 'headache', 'umls_cui': 'C0018681', 'semantic_type': 'T184'}, {'text': 'R-sided weakness', 'umls_cui': 'C0004093', 'semantic_type': 'T184'}]",Iatrogenic Pneumocephalus,,
"https://www.youtube.com/watch?v=Jc77TPX7III
","November 3, 2021 VMR: fever for one week",20211103,277,7,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/Jc77TPX7III/hqdefault.jpg,"[{'text': 'fever', 'umls_cui': 'C0015967', 'semantic_type': 'T184'}, {'text': 'week', 'umls_cui': 'C0439230', 'semantic_type': 'T079'}]",All liver biopsy studies negative. Final dx was determined.,,
"https://www.youtube.com/watch?v=jfvVtV9ZiUQ
","November 1, 2021 Dermatology VMR with Dr. Steven Chen: ulcers",20211101,412,14,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/jfvVtV9ZiUQ/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoACtAOKAgwIABABGEcgVShlMA8=&rs=AOn4CLAtgA3IuLrlw88DA3CThejwbfJYPw,"[{'text': 'Dermatology', 'umls_cui': 'C0011627', 'semantic_type': 'T091'}, {'text': 'ulcers', 'umls_cui': 'C0041582', 'semantic_type': 'T046'}]",HepC and biopsy showing dense neutrophilic infiltrate,,
"https://www.youtube.com/watch?v=x2hTnr9zHR8
","October 30, 2021 Global VMR IMG Special Edition: Interview with Dr. Aditya Shah",20211030,348,15,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/x2hTnr9zHR8/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-BIAC6AKKAgwIABABGGUgUihZMA8=&rs=AOn4CLBhzYyxPD73b5Lr6GFjrwRgsAfD8A,[],,,
"https://www.youtube.com/watch?v=r5bHMU7-V6I
","October 29, 2021 VMR: weakness, colored urine, and emesis",20211029,349,11,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/r5bHMU7-V6I/hqdefault.jpg,"[{'text': 'weakness', 'umls_cui': 'C0004093', 'semantic_type': 'T184'}, {'text': 'colored urine', 'umls_cui': 'C0522153', 'semantic_type': 'T033'}, {'text': 'emesis', 'umls_cui': 'C0042963', 'semantic_type': 'T184'}]",Thrombotic thrombocytopenic purpura (TTP),,
"https://www.youtube.com/watch?v=HGuUTndwiGw
","October 28, 2021 ""30-minute Thursday VMR"" - fever and productive cough",20211028,385,14,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/HGuUTndwiGw/hqdefault.jpg,"[{'text': 'fever', 'umls_cui': 'C0015967', 'semantic_type': 'T184'}, {'text': 'productive cough', 'umls_cui': 'C0239134', 'semantic_type': 'T033'}]",Coxiella burnetii (Q fever) pneumonia,,
"https://www.youtube.com/watch?v=EoG1u7zmkw4
","October 26, 2021 Neuro VMR: episodic transient loss of consciousness",20211027,479,10,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/EoG1u7zmkw4/hqdefault.jpg,"[{'text': 'Neuro VMR', 'umls_cui': 'C0027855', 'semantic_type': 'T091'}, {'text': 'episodic', 'umls_cui': 'C1455761', 'semantic_type': 'T079'}, {'text': 'transient loss of consciousness', 'umls_cui': 'C0041657', 'semantic_type': 'T033'}]",Multiple system atrophy,,
"https://www.youtube.com/watch?v=oeYQuo7jp1s
","October 25, 2021 VMR: dyspnea and chest pain",20211025,331,5,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/oeYQuo7jp1s/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGGUgXihTMA8=&rs=AOn4CLDUEIuWL7rT3DVI95Ei27MtDfcZjg,"[{'text': 'dyspnea', 'umls_cui': 'C0013404', 'semantic_type': 'T184'}, {'text': 'chest pain', 'umls_cui': 'C0008031', 'semantic_type': 'T184'}]",Asthma exacerbation,,
"https://www.youtube.com/watch?v=hKAQRMmI5dU
","October 23, 2021 IMG VMR with Sinai Hospital of Baltimore IM Residency - chest pain & dysphagia",20211024,820,26,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi_webp/hKAQRMmI5dU/maxresdefault.webp,"[{'text': 'Sinai Hospital', 'umls_cui': 'C0019994', 'semantic_type': 'T073'}, {'text': 'Baltimore IM', 'umls_cui': 'C0004716', 'semantic_type': 'T083'}, {'text': 'Residency', 'umls_cui': 'C0035182', 'semantic_type': 'T065'}, {'text': 'chest pain', 'umls_cui': 'C0008031', 'semantic_type': 'T184'}, {'text': 'dysphagia', 'umls_cui': 'C0011168', 'semantic_type': 'T047'}]","Acute aortic insufficiency (valvular endocarditis), post-valvular (Ao dissection)",,
"https://www.youtube.com/watch?v=gjh3zsfxrEo
","October 22, 2021 VMR: fever and confusion",20211022,430,9,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/gjh3zsfxrEo/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoACtAOKAgwIABABGGUgWihXMA8=&rs=AOn4CLATK-yyosoINUde2h6a2nhmgIqTvw,"[{'text': 'fever', 'umls_cui': 'C0015967', 'semantic_type': 'T184'}, {'text': 'confusion', 'umls_cui': 'C0009676', 'semantic_type': 'T048'}]",Multiple brain abscesses of pulmonary origin,,
"https://www.youtube.com/watch?v=QftARXwKemw
","February 7, 2025 VMR with Reza & Rabih - AMS & hyperglycemia",20250207,758,25,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/QftARXwKemw/maxresdefault.jpg,"[{'text': 'AMS', 'umls_cui': 'C1860224', 'semantic_type': 'T047'}, {'text': 'hyperglycemia', 'umls_cui': 'C0020456', 'semantic_type': 'T047'}]",Gallstone ileus,,
"https://www.youtube.com/watch?v=ho1vzoKIP5s
","October 20, 2021 VMR: confusion",20211021,235,3,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/ho1vzoKIP5s/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGGAgYChgMA8=&rs=AOn4CLAas0CBIeU-JBwqkZXgaJAWnZCrKg,"[{'text': 'confusion', 'umls_cui': 'C0009676', 'semantic_type': 'T048'}]",Awaited,,
"https://www.youtube.com/watch?v=kTFA7_h4iuA
","October 18, 2021 ID VMR with Dr. Laila Woc-Colburn: seizures",20211019,268,10,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/kTFA7_h4iuA/hqdefault.jpg,"[{'text': 'ID', 'umls_cui': 'C0020786', 'semantic_type': 'T078'}, {'text': 'seizures', 'umls_cui': 'C0036572', 'semantic_type': 'T184'}]",Cerebral Toxoplasmosis,,
"https://www.youtube.com/watch?v=Stiu6a5ChP4
","October 16, 2021 IMG VMR: Mock Residency Interviews with the CPSolvers",20211016,9039,233,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/Stiu6a5ChP4/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AH-BIAC6AKKAgwIABABGGUgUShEMA8=&rs=AOn4CLCH_TmJRulJh1HFatkf-jBWyQmQvA,[],,,
"https://www.youtube.com/watch?v=zCjxsKggNWc
","October 15, 2021 VMR: diffuse abdominal pain and hematemesis",20211015,451,12,[],"I (Reza) had misinterpreted the Coombs test. Tune in to next Friday session October 22, 2021, for a cognitive autopsy and teaching on the Coombs test by yours truly.

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/zCjxsKggNWc/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGGUgVihMMA8=&rs=AOn4CLBaKbVH3JwRV80tOyyd5k_2IptEDA,"[{'text': 'abdominal pain', 'umls_cui': 'C0000737', 'semantic_type': 'T184'}, {'text': 'hematemesis', 'umls_cui': 'C0018926', 'semantic_type': 'T184'}]",Thrombosis at portal vein and superior mesenteric vein,,
"https://www.youtube.com/watch?v=t4eBH7fZ1v4
","October 13, 2021 VMR:  2 weeks of worsening fatigue",20211013,264,7,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/t4eBH7fZ1v4/maxresdefault.jpg,"[{'text': 'weeks', 'umls_cui': 'C0439230', 'semantic_type': 'T079'}, {'text': 'worsening', 'umls_cui': 'C0332271', 'semantic_type': 'T080'}, {'text': 'fatigue', 'umls_cui': 'C0015672', 'semantic_type': 'T184'}]",,,
"https://www.youtube.com/watch?v=Till9wlKUoo
","October 12, 2021 Neuro VMR: difficulty walking",20211012,377,12,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/Till9wlKUoo/hqdefault.jpg?sqp=-oaymwEmCOADEOgC8quKqQMa8AEB-AHUBoACtAOKAgwIABABGGUgVShQMA8=&rs=AOn4CLA4bLluW_-TLJjvacfFrt8HLS7YLQ,"[{'text': 'Neuro VMR', 'umls_cui': 'C0027855', 'semantic_type': 'T091'}, {'text': 'difficulty walking', 'umls_cui': 'C0311394', 'semantic_type': 'T033'}]",CMV cerebellitis,,
"https://www.youtube.com/watch?v=BkdkIBCesgc
","October 9, 2021 IMG VMR w/Washington Uni. IM Residency Program - sore throat, joint pain & swelling",20211010,413,10,[],"Chief complaint: sore throat, large joint pain and swelling

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/BkdkIBCesgc/hqdefault.jpg,"[{'text': 'sore throat', 'umls_cui': 'C0031350', 'semantic_type': 'T047'}, {'text': 'joint pain', 'umls_cui': 'C0003862', 'semantic_type': 'T184'}, {'text': 'swelling', 'umls_cui': 'C0013604', 'semantic_type': 'T046'}]",Septic arthritis due to Neisseria,,
"https://www.youtube.com/watch?v=KT6G-cMWsDE
","October 8, 2021 VMR: numbness in upper extremities",20211008,438,14,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/KT6G-cMWsDE/hqdefault.jpg,"[{'text': 'numbness', 'umls_cui': 'C0020580', 'semantic_type': 'T033'}, {'text': 'upper extremities', 'umls_cui': 'C1140618', 'semantic_type': 'T023'}]",arteritis,,
"https://www.youtube.com/watch?v=sOjCq56fPt8
","February 6, 2025 VMR with Rabih & Ibrahim - fatigue and weight loss",20250206,737,31,[],"VMR  Schedule Survey: https://docs.google.com/forms/d/e/1FAIpQLSeeOMvBA_Aqw3tXwINPXRqirO2j51Lvo7R9_u2jJKzavs_WBA/viewform 

Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/joinn",https://i.ytimg.com/vi/sOjCq56fPt8/maxresdefault.jpg,"[{'text': 'fatigue', 'umls_cui': 'C0015672', 'semantic_type': 'T184'}, {'text': 'weight loss', 'umls_cui': 'C1262477', 'semantic_type': 'T033'}]",Primary Biliary Cholangitis,,
"https://www.youtube.com/watch?v=m-8-2wKRSiU
","October 6, 2021 VMR: fatigue and muscle aches",20211006,341,6,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/m-8-2wKRSiU/maxresdefault.jpg,"[{'text': 'fatigue', 'umls_cui': 'C0015672', 'semantic_type': 'T184'}, {'text': 'muscle aches', 'umls_cui': 'C0231528', 'semantic_type': 'T184'}]",Systemic Lupus Erythematosus,,
"https://www.youtube.com/watch?v=Vie0h2DgNR8
","October 5, 2021 Neuro VMR: facial weakness",20211005,364,11,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/Vie0h2DgNR8/maxresdefault.jpg,"[{'text': 'Neuro VMR', 'umls_cui': 'C0027855', 'semantic_type': 'T091'}, {'text': 'facial weakness', 'umls_cui': 'C0427055', 'semantic_type': 'T047'}]",Melkersson-Rosenthal Syndrome,,
"https://www.youtube.com/watch?v=-B7Y1Azczzw
","October 4, 2021 Cardiology VMR with Dr. Karan Desai: chest pain, diaphoresis, and collapse",20211005,666,20,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/-B7Y1Azczzw/hqdefault.jpg,"[{'text': 'Cardiology', 'umls_cui': 'C0007189', 'semantic_type': 'T091'}, {'text': 'chest pain', 'umls_cui': 'C0008031', 'semantic_type': 'T184'}, {'text': 'diaphoresis', 'umls_cui': 'C0700590', 'semantic_type': 'T033'}, {'text': 'collapse', 'umls_cui': 'C0036974', 'semantic_type': 'T046'}]",New adenocarcinoma of the lung and ground glass opacities w/ variable FDG uptake could be consistent with sarcoid,,
"https://www.youtube.com/watch?v=8QyaenZHJC8
","October 2, 2021 IMG VMR:  with Jacobi IM Residency Program - diffuse rash",20211002,1027,24,[],"Do you want to get access to even more VMRs? 
Please go to our website: https://clinicalproblemsolving.com/learn-live/

Join this channel to get access to perks:
https://www.youtube.com/channel/UC8gFr9CU4Bgh0L3v0XQtuwA/join",https://i.ytimg.com/vi/8QyaenZHJC8/maxresdefault.jpg,"[{'text': 'diffuse rash', 'umls_cui': 'C0497365', 'semantic_type': 'T033'}]",Meningioma + Hemicrania Continua,,
